7.807500000000000000e+02,2.426666666666666572e+02,1.000000000000000000e+00,3.333333333333333148e-01,1.450000000000000074e-02,0.000000000000000000e+00,5.000000000000000000e-01,7.032773449870695082e-01,6.097804712663162929e-01,4.671173060963098034e-01,2.894625337874671689e-01,9.198250188391246529e-02,2.005000000000000115e-01,2.994999999999999885e-01,4.526131532883220787e-02,5.676419104776193880e-02,5.363840960240059963e-02,4.476119029757439499e-02,7.564391097774443573e-02,8.814703675918979242e-02,8.202050512628157597e-02,5.838959739934983934e-02,9.627406851712928815e-02,2.125531382845711331e-02,0.000000000000000000e+00
7.935000000000000000e+02,4.766666666666666430e+01,1.000000000000000000e+00,3.333333333333333148e-01,1.450000000000000074e-02,0.000000000000000000e+00,7.500000000000000000e-01,2.010597427837131912e-01,3.003189046491543390e-01,7.461548376009623229e-02,2.087656455862977323e-01,3.923846809302858341e-01,3.378749999999999809e-01,1.621249999999999913e-01,1.385346336584145910e-01,4.526131532883220787e-02,5.076269067266817037e-02,1.032758189547386823e-01,6.076519129782445572e-02,3.500875218804701261e-02,1.550387596899224785e-02,5.763940985246311655e-02,2.425606401600400100e-02,8.102025506376593633e-02,0.000000000000000000e+00
8.992500000000000000e+02,5.100000000000000000e+01,1.000000000000000000e+00,6.666666666666666297e-01,1.750000000000000167e-02,2.500000000000000000e-01,7.500000000000000000e-01,2.236580738321281014e-01,1.997599495305917294e-01,8.795271944383314944e-02,8.068360291259135675e-02,4.532524919262735930e-01,3.454999999999999738e-01,1.544999999999999984e-01,1.360340085021255196e-01,4.951237809452362776e-02,4.951237809452362776e-02,1.102775693923480904e-01,6.051512878219554581e-02,3.425856464116028982e-02,1.025256314078519700e-02,5.101275318829707334e-02,1.975493873468367120e-02,9.802450612653162976e-02,0.000000000000000000e+00
5.665714285714285552e+02,2.833333333333333481e+00,1.750000000000000000e+00,1.666666666666666574e-01,1.099999999999999936e-02,0.000000000000000000e+00,8.571428571428570953e-01,2.473117895794947063e-01,2.261966245541964793e-01,1.013696176577720959e-01,8.401359284528960025e-02,4.147811575887992430e-01,3.432499999999999996e-01,1.567500000000000004e-01,1.385346336584145910e-01,4.263565891472868158e-02,5.451362840710177737e-02,1.075268817204301092e-01,5.626406601650412592e-02,3.475868967241810270e-02,1.125281320330082449e-02,5.313828457114278675e-02,2.625656414103525946e-02,9.527381845461364851e-02,0.000000000000000000e+00
6.893999999999999773e+02,6.275000000000000000e+01,1.250000000000000000e+00,2.500000000000000000e-01,1.700000000000000122e-02,0.000000000000000000e+00,8.000000000000000444e-01,2.534973892776499205e-01,1.707283520854541992e-01,1.379402952784207215e-01,6.663950568709160749e-02,4.481139776130787511e-01,3.435000000000000275e-01,1.565000000000000002e-01,1.400350087521880504e-01,4.126031507876969096e-02,5.588897224306076800e-02,1.062765691422855735e-01,5.663915978994748385e-02,3.000750187546886646e-02,1.400350087521880400e-02,5.463865966491623233e-02,3.050762690672668281e-02,9.227306826706677123e-02,0.000000000000000000e+00
7.875000000000000000e+02,1.066666666666666607e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.174999999999999850e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.278220940550133244e-01,3.172334002744961468e-01,5.537616078869700420e-02,1.154206139039141987e-01,3.651941277448369494e-01,3.487500000000000044e-01,1.512499999999999956e-01,1.429107276819204797e-01,4.188547136784195879e-02,5.438859714928732242e-02,1.095273818454613607e-01,5.326331582895724170e-02,3.213303325831457641e-02,1.150287571892973267e-02,5.526381595398850016e-02,2.200550137534383610e-02,9.727431857964491391e-02,0.000000000000000000e+00
1.555500000000000000e+03,1.100000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00,1.625000000000000056e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.728058491338857583e-01,1.465259097599350413e-01,1.454596093604940132e-01,4.967147229526165664e-02,4.662218415520164583e-01,3.287499999999999867e-01,1.712500000000000133e-01,1.351587896974243697e-01,4.838709677419354704e-02,5.026256564141035055e-02,9.502375593898475248e-02,6.189047261815453643e-02,4.163540885221305582e-02,1.750437609402350631e-02,4.813703425856464407e-02,3.300825206301575415e-02,8.352088022005500767e-02,0.000000000000000000e+00
8.977500000000000000e+02,3.233333333333333570e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.324999999999999983e-02,2.500000000000000000e-01,7.500000000000000000e-01,1.007790057737497358e-01,2.335364301263688214e-01,4.622934696256333215e-02,1.179508361509729319e-01,3.823841713172888568e-01,3.723750000000000115e-01,1.276249999999999885e-01,1.590397599399850093e-01,3.588397099274819035e-02,4.963740935233808271e-02,1.277819454863715898e-01,4.826206551637909209e-02,2.275568892223055889e-02,7.001750437609402002e-03,5.101275318829707334e-02,1.800450112528131918e-02,1.140285071267816974e-01,0.000000000000000000e+00
1.191000000000000000e+03,2.690000000000000000e+02,5.000000000000000000e-01,0.000000000000000000e+00,1.625000000000000056e-02,0.000000000000000000e+00,5.000000000000000000e-01,1.165754434055980560e-01,2.476719396783492733e-01,6.145689764428180490e-02,1.259485449043930005e-01,3.679817083313530746e-01,3.608750000000000013e-01,1.391249999999999987e-01,1.611652913228306949e-01,3.650912728182045819e-02,5.251312828207051892e-02,1.107776944236058964e-01,4.988747186796699262e-02,2.675668917229307234e-02,1.000250062515628882e-02,5.463865966491623233e-02,2.125531382845711331e-02,9.502375593898475248e-02,0.000000000000000000e+00
1.107000000000000000e+03,8.300000000000000000e+01,7.500000000000000000e-01,0.000000000000000000e+00,1.149999999999999981e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.741476334943130144e-01,1.180225932019332569e-01,1.054563293141800168e-01,7.116036756725611923e-02,5.001199764397968872e-01,3.345000000000000195e-01,1.655000000000000082e-01,1.339084771192798062e-01,4.838709677419354704e-02,5.826456614153538438e-02,9.377344336084021681e-02,5.601400350087521601e-02,3.000750187546886646e-02,2.125531382845711331e-02,5.713928482120530367e-02,3.000750187546886646e-02,8.752188047011752459e-02,0.000000000000000000e+00
